indice_tiempo,produccion_petroleo_crudo,productos_procesados,petroleo_crudo_procesado,produccion_gasoil,produccion_nafta_comun_mayor83_ron,produccion_nafta_super_mayor93_ron,produccion_nafta_mayor97_ron,produccion_fuel_oil,produccion_mezclas_ifo,produccion_butano,produccion_propano,produccion_aerokerosene,produccion_coque,ventas_gasoil,ventas_nafta_comun_mayor83_ron,ventas_nafta_super_mayor93_ron,ventas_nafta_mayor97_ron,despachos_asfalto
2016-06-01,2387.4250401,3201.5889120000006,2507.1840680000005,1060.2393760000002,0.0,506.19951399999997,171.891521,374.42947100000004,65.009395,82.664863,63.737051,98.276,105.95574400000001,1261.2648001999999,2.734,489.46945460000006,180.2512413,33.583239999999996
2016-07-01,2521.6664319000006,3285.4198530999993,2550.7054,1014.6637935,0.876,496.21306899999996,200.136395,384.42151699999994,66.22610399999999,91.238067,71.360389,100.092,112.96217,1142.5661084999997,2.749,506.2870136000001,200.28799060000006,33.25187
2016-08-01,2511.1377265000006,3182.5760549999995,2415.948933,954.6469339999999,2.263,486.82752200000004,165.29498,330.4250879999999,59.949252,86.48858600000001,72.270469,132.442,111.40536999999999,1182.3124678999998,3.098,528.026801,197.4874042,45.980521
2016-09-01,2446.1676465999994,3182.4871639999997,2458.6658629999997,970.240184,0.964,503.233535,194.310326,231.656104,48.807202999999994,108.74844,85.01422600000001,160.646,122.63733,1078.574574,3.117,494.9239141999998,195.33893909999992,45.365970000000004
2016-10-01,2516.6155233999993,3246.980739700001,2483.4812179999994,1034.2765659999998,3.018,515.0175399999999,216.998348,196.08270100000004,39.379771,109.713759,82.841105,153.323,139.18041699999998,1085.3323425,3.353,522.124738,209.5077194,41.51222
2016-11-01,2394.484951,3121.074935999998,2402.494573,1007.544392,1.92,480.87367500000005,182.33595499999998,156.345041,48.285243,88.55605499999999,77.857114,156.082,129.521202,1133.6891975999997,3.377,514.1067026,212.1362784,55.823389999999996
2016-12-01,2438.1987791999995,3334.1612409999993,2534.205348,1074.974092,2.317,559.636772,247.567937,225.07698200000004,49.94778900000001,94.604643,82.787755,157.727,137.343032,1174.6992657999997,4.108,571.1839422,250.1310908,42.58257
2017-01-01,2451.0719885,3319.3650689999995,2551.463604,1022.0575060000001,4.28273,517.1296709000001,246.94387,245.40348200000003,63.633304,83.894775,76.58242899999999,157.956,137.823678,1055.3190360999997,3.982,553.8107446000001,246.10371409999996,46.923390999999995
2017-02-01,2162.176775800001,2913.991783,2225.05362,865.3875350000002,2.594,407.41901399999995,209.567441,228.93134400000002,37.174659,76.00229399999999,59.898564,144.082,113.12387799999999,952.1887923000003,2.376,497.85664590000005,218.09304669999995,46.4418
2017-03-01,2392.2444131000007,3253.187309499999,2405.7508775,942.866823,0.0,483.772896,211.811609,248.93200900000002,60.806974999999994,74.915706,71.396437,163.028,113.357848,1152.3410751000001,1.354,541.400251,233.62620500000006,60.32854
2017-04-01,2164.7064332000004,3160.2991369999995,2401.6570690000003,930.260812,0.011,519.7469544,219.835375,267.41075900000004,77.178415,77.181759,80.60094000000001,143.823,106.767171,1060.9292794999994,0.0,502.3516784000001,220.73352630000005,47.44820000000001
2017-05-01,2315.3531314999996,3007.8451320000004,2417.835803,1009.9952909999998,0.032,525.842251,223.593451,154.53478,68.568779,85.21639900000001,83.71757699999999,124.848,130.174,1192.1565673,0.511,514.3616597999999,225.38456689999998,60.560179999999995
2017-06-01,2201.2807379,3220.974,2471.158609,983.7500789999999,0.0,508.49567,243.547773,276.06582700000007,44.84706,85.241736,80.41347300000001,144.705,129.265267,1172.5814598999998,0.733,504.5015552,223.53336290000001,58.287969999999994
2017-07-01,2333.1073244,3030.9389140000003,2460.2650249999997,957.258872,0.022,511.608527,210.14488699999998,247.46875599999998,63.99153799999999,85.645549,74.225087,138.876,123.32617900000001,1153.5935685,0.866,527.2274050999998,245.80072420000002,56.42395000000001
2017-08-01,2360.6288312999995,3076.1459990000003,2510.6158410000003,1030.071851,0.0,520.2605189999999,247.857166,184.38347,93.58567099999999,83.40487700000001,78.942566,161.412,131.108124,1190.1796003,1.176,537.3482034,245.9837145,65.58089
2017-09-01,2310.9110944999998,3225.8474840000003,2438.718601,1075.424214,0.0,518.404307,258.614049,132.282896,71.559105,84.653576,80.87089099999999,160.341,140.376328,1166.4276102000001,1.301,523.7908636000001,245.37088319999998,64.757181
2017-10-01,2412.0284894,2903.0764750000003,2212.468805,1007.640316,0.004,481.231676,234.189718,140.88189,77.743369,69.05363500000001,69.979535,130.232,117.43771100000001,1186.2856475,1.086,546.1550518,260.59263369999996,68.03704
2017-11-01,2331.6156024999996,3078.9255569999996,2299.7482659999996,1062.033687,0.0,538.4980800000001,226.191236,132.354603,57.216500999999994,83.174047,76.72059,141.662,127.02720300000001,1229.4799672,1.687,547.9862430000001,250.97391199999998,72.81078099999999
2017-12-01,2398.153587199999,3343.3845080000006,2595.091103999999,1116.435694,0.0,598.5565670000001,215.705469,113.625847,86.32971900000001,93.55487299999999,85.528846,180.768,144.962953,1206.0704672999998,1.463,590.9710717999999,278.00909499999983,52.04103
2018-01-01,2369.9160945,3249.5394379999993,2435.437239,1033.811359,0.0,576.9706140000001,215.77096,121.955501,91.521019,95.023923,81.771545,163.233,136.39389000000003,1110.4679339000006,1.058,572.7828429999998,274.75339280000003,55.88024
2018-02-01,2149.2932380999996,2947.4480080000003,2241.9607750000005,935.803893,0.0,517.181266,206.647062,109.88758999999999,44.592791,92.333226,79.120269,155.335,127.910267,988.1459364,1.314,525.7263138,244.62203069999998,59.08381
2018-03-01,2401.8296669000006,3225.6304180000006,2379.996739,1105.15202,2.675,518.879875,240.97682900000004,93.57301499999998,67.62953599999999,88.487203,83.90794700000001,164.739,136.440295,1218.1884632000003,1.311,569.4799195,256.69105419999994,67.08782
2018-04-01,2320.8405919000006,2963.6260280000015,2295.259199,994.54916,0.0,525.7669490000001,223.031506,120.60500700000001,32.37432,80.84895300000001,81.568197,158.003,129.47294,1157.231525,1.067,532.1431220000001,236.42374000000004,63.742571
2018-05-01,2391.1425309,3024.6855530000003,2342.445709,970.854034,2.378,529.3062709999999,220.757552,141.53921400000002,52.51384600000001,82.758459,77.944992,138.95,130.153326,1146.1327290000004,1.052,537.1739010000003,236.35353199999994,52.98442
2018-06-01,2312.1422246,2712.957149,2027.618901,845.972865,0.008,514.867428,197.688748,129.797976,31.888391,73.10078299999999,78.15010000000001,128.509,129.6,1129.722712,1.012,523.779498,225.614078,53.891760000000005
2018-07-01,2382.9252396000006,2715.2879820000007,2021.603721,900.813751,10.718,557.758721,230.217603,106.20516599999999,24.740316,74.68114,79.44427999999999,152.202,136.503,1141.9807169999997,0.815,550.6141170000001,229.51822299999995,34.376259999999995
2018-08-01,2420.3216596999987,3032.925877,2380.9585599999996,981.818584,0.033,555.861654,217.58873699999998,100.775915,47.535548000000006,86.82830499999999,84.594651,171.256,140.464218,1197.860191,0.809,574.398164,215.36829699999998,41.430460000000004
2018-09-01,2377.838548999999,2950.1401229999997,2232.4526260000002,920.844509,0.0,519.494002,151.620329,120.489577,56.851013,66.13332700000001,83.65029299999999,130.152,121.565726,1050.3615839999998,0.526,531.0327520000001,177.72440899999998,37.354800000000004
2018-10-01,2455.3274434000004,3108.903653999999,2404.00528,967.254004,0.0,547.198531,158.747871,131.910211,56.296712,86.163168,76.25424000000001,147.631,122.053,1124.9747079999997,0.118,580.32067,185.670631,40.595499999999994
2018-11-01,2365.7264316999976,2884.5583138,2158.3817740000004,898.340982,0.0,530.6189,157.08166500000002,118.517328,54.512142,86.65716400000001,67.64597900000001,157.506,110.671,1106.0834430000002,0.0,556.75837,175.69741499999998,42.4429
2018-12-01,2457.9106481,3137.0103686999996,2365.6802322,983.6430759999998,0.209,563.197527,192.216898,149.12301000000002,64.463715,98.749636,84.317508,159.266,116.7,1119.8059959999998,0.0,614.056767,210.68267799999998,31.30372
2019-01-01,2468.5208860999996,3070.6549722999994,2350.5824183,937.0910970000001,0.0,578.520813,175.524285,176.54171000000002,63.335103000000004,91.201789,79.972735,163.321,133.77,1039.2140379999998,0.0,588.1321829999999,202.957526,38.726020000000005
2019-02-01,2233.1563419,2691.3804941999997,2016.6510629999998,849.8542140000001,0.0,514.6690080000001,182.45485,128.651931,53.632212,76.58169000000001,69.672852,149.672,118.339,1014.941329,0.0,549.4992479999999,190.10948000000002,42.25642
2019-03-01,2476.775734800001,3095.210038200001,2362.146726,962.53819,0.0,567.5177630000001,190.938616,173.37524000000002,62.894474,92.01466500000001,80.893883,147.781,116.337,1131.907616,0.0,588.695963,194.849956,52.89789
2019-04-01,2421.5493322000007,2767.9044809999996,2119.944261,882.470784,0.0,570.4536870000001,145.105983,189.949574,46.561,62.324798,68.402446,138.163,107.791,1138.828548,0.0,551.9500370000001,176.05146299999998,48.988910000000004
2019-05-01,2494.3495879000006,3110.51604,2385.4479300000003,1006.73805,0.0,562.9766999999999,156.28485999999998,138.996473,96.77786,72.384305,65.00280000000001,143.274,126.342,1145.368777,0.0,570.434086,177.79871400000002,42.22119
2019-06-01,2375.7811192999966,2829.9309489999996,2180.3149930000004,944.80746,0.0,514.3757,134.15389000000002,145.48897000000002,56.89869,72.776824,62.69059,136.582,118.694,1066.5573089999996,0.0,535.472969,169.731058,39.185300000000005
2019-07-01,2489.8856568999986,2914.595296,2293.5545079999997,965.52853,0.0,587.27151,186.27107,138.70591000000002,59.625080000000004,88.038791,78.6627,152.254,127.296,1189.152423,0.0,582.4082,197.04898999999997,45.01925
2019-08-01,2559.864709599998,3042.7882010000003,2436.2715200000007,994.90786,0.0,552.04059,204.16789,197.523717,77.74781,80.654645,81.03088000000001,169.405,128.044,1175.1799879999999,0.0,578.8764399999999,193.55559000000002,41.9775
2019-09-01,2466.5782623999985,2798.828684,2280.54901,911.9466580000001,0.0,500.87752,178.87914,171.604933,60.507,88.516245,71.73418,138.92597,117.0,1083.6716920000003,0.0,550.55687,184.6495,35.70944
2019-10-01,2534.4528467999976,3157.2524049999997,2471.3289799999993,1060.80111,0.0,593.44048,174.43957,132.72673,77.72558000000001,100.567996,89.89305999999999,174.37,128.145,1133.312879,0.0,590.807139,202.40049900000005,28.807940000000002
2019-11-01,2452.1855844000006,3038.6486019999998,2330.08157,1023.46262,0.0,529.26298,172.62721,110.72431,92.14616000000001,96.705404,62.80184,147.75848,136.025,1142.6492220000005,0.0,576.54649,193.52149000000003,23.75524
2019-12-01,2548.5273998000025,3152.4945139999995,2399.5262100000004,1059.1497,0.0,600.09831,185.18937,108.16657000000001,118.4069,102.915486,80.30830999999999,171.30698,129.631,1135.428793,0.0,614.4277799999996,210.92590000000004,16.59577
2020-01-01,2529.7780900000016,3143.439286,2464.3379699999996,968.918633,0.0,593.95546,199.59299,143.64659,115.73469,93.35455400000001,80.97742,176.19382000000002,135.38,1053.4729690000001,0.0,599.241615,209.39781800000003,18.523915000000002
2020-02-01,2380.305841600001,2951.9528920000002,2292.1620999999996,883.446003,0.0,537.7717400000001,162.46436000000003,145.82128000000003,86.40576000000001,88.268265,76.42142,154.15402,127.19,1000.6535669999997,0.0,566.8122,205.40225999999998,18.07574
2020-03-01,2555.3817194999997,2796.8251249999994,2169.2354100000002,922.71575,0.0,489.73104,155.13996,122.96435,102.21711,88.633908,62.13946000000001,118.121,122.126,922.0788709999998,0.0,417.064035,141.57214,13.874299999999998
2020-04-01,2197.5589275,1881.138468,1375.02044,628.3117,0.0,194.19969,46.921279999999996,135.21490000000003,76.42556,57.989732,33.49521,28.941,68.81,805.5837750000001,0.0,196.34337000000002,44.631119,7.46934
2020-05-01,2206.369090399996,2266.2721269999997,1753.8698399999998,859.30243,0.0,340.22275,67.67696,147.74621,78.89849000000001,67.033315,45.98535,18.566,89.661,999.8602579999998,0.0,297.18930199999994,80.56940599999999,13.429619999999998
2020-06-01,2252.390050999998,2525.604666,1989.0980760000004,961.1352390000001,0.0,361.06827000000004,109.91560000000001,156.6396,73.629832,70.27356,57.233689999999996,21.674,112.487,921.8851710000004,0.0,352.7625400000002,104.71404000000001,18.524759999999997
2020-07-01,2313.9485075000007,2748.962972,2086.27178,1043.768628,0.0,416.81696999999997,127.1524,223.94397,58.08195299999999,74.92201399999999,60.203480000000006,13.01825,100.562,1087.9742459999995,0.0,382.3206419999999,116.544651,21.797300000000003
2020-08-01,2330.075291799999,2674.0311050000005,2121.23026,1006.347122,0.0,394.93672999999995,145.71859,189.9701,64.990264,73.51251699999999,54.14917,5.706,123.372,1149.9449630000001,0.0,388.2306139999999,122.48192600000003,24.403406000000004
2020-09-01,2245.0073169999996,2299.0491349999998,1774.923344,766.8930670000001,0.0,374.69303,125.65912,163.65787,74.858459,41.376276999999995,35.08312,7.99005,99.925,957.0102099999997,0.0,392.7288770000001,123.35802499999998,27.577580000000005
2020-10-01,2338.2686894999974,2537.5370980000002,1972.395839,831.196665,0.0,433.10371999999995,105.84435,218.1082,50.547647,43.858789,36.845510000000004,23.819,88.639,965.9105339999999,0.0,431.37052100000005,139.289587,31.14802
2020-11-01,2260.7793194,2556.934743,2048.8145,865.7543790000001,0.0,441.95122,151.15586,179.13094999999998,36.444120000000005,65.073416,57.952619999999996,40.08,99.254,1006.0821820000001,0.0,458.54139899999996,156.164677,35.14656
2020-12-01,2364.6275436000005,2800.643525,2234.5117,924.3520599999999,0.0,497.08348,180.76435999999998,208.74597,41.02743,66.234648,54.79639,47.026,114.496,1057.199504,0.0,563.876702,209.486602,24.240239999999996
2021-01-01,2402.152104,2949.29245146,2378.44261,1024.90054,0.0,542.99801,182.92319,165.12389000000002,83.41072,84.65750100000001,66.87156,62.429,132.41647,973.0462670000001,0.0,533.3580180000001,199.056027,25.143649999999997
2021-02-01,2193.148731299998,2631.489403,2139.62831,895.6295,0.0,517.84879,172.31822,123.04073000000001,50.12173,81.353829,65.84482000000001,52.103,125.735,924.0629040000001,0.0,504.56263,184.77430999999996,30.200160000000007
2021-03-01,2451.5093443999976,2906.413966,2268.4023270000002,1020.1814430000001,0.0,557.5726999999999,183.20069,130.62439,47.904137999999996,88.66631299999999,74.57598999999999,53.886,126.062,1172.110989,0.0,554.9533,200.10523000000003,33.23368
2021-04-01,2399.271713599998,2746.1446629999996,2170.70109,948.11297,0.0,498.04328000000004,152.2235,90.67297000000002,65.75856,83.00773999999998,85.63095,47.983830000000005,110.215,1119.578692,0.0,480.72289,164.62160999999998,36.03529
2021-05-01,2486.0137004000007,2847.811215999999,2322.510926,1035.3201000000001,0.0,467.52879,162.27828,132.4595,82.782628,80.71316100000001,218.05929,41.068,108.378,1156.550507,0.0,426.84929999999997,138.38287,33.64727
2021-06-01,2397.2033422000013,2752.1582052000003,2195.272472,1000.767536,0.0,419.20337,140.94414,149.09499,89.311986,74.79923,69.51509,32.219,111.936,1128.273301,0.0,447.86736,146.01312,36.61862
2021-07-01,2523.065571100001,2861.9771410000003,2221.301903,1013.332551,0.0,490.34954999999997,176.4468,91.60708,90.711208,82.656507,73.94498999999999,43.582,122.641,1241.743442,0.0,536.53544,192.04038,36.69754000000001
2021-08-01,2507.464192700002,2952.3761279999994,2316.7189989999997,1041.466535,0.0,540.4184399999999,181.29663,85.043956,89.755772,83.832602,77.76503,65.743,144.758,1164.4349990000003,0.0,545.5961200000002,197.22914999999998,39.19352
2021-09-01,2496.652466199998,2868.1445719999997,2257.5403539999998,973.6049,0.0,519.99185,189.89193,120.13502,82.597151,79.248337,70.08395999999999,72.162,115.586,1159.4387000000002,0.0,547.8143400000001,201.48337999999998,37.719300000000004
2021-10-01,2627.140086000004,2976.002599,2378.8813499999997,1024.375586,0.0,597.3196999999999,190.65261999999998,87.78477000000001,89.914402,95.741651,83.73566000000001,87.673,131.53,1191.269,0.0,578.72824,228.47974,41.05618
2021-11-01,2610.6100521999983,2949.354251,2312.2473769999997,1010.541602,0.0,582.9312600000001,188.03988,115.95299,60.706229,97.30808,80.15535000000001,82.574,118.272,1222.61423,0.0,577.9453100000001,230.74078,40.18272
2021-12-01,2707.9579792000045,3135.248783,2437.9267999999997,1060.4724389999997,0.0,628.01221,204.44144,83.477,90.827303,94.83602400000001,83.39666,101.561,132.588,1262.32356,0.0,642.4005800000001,269.83383000000003,32.89214
2022-01-01,2759.513550799999,3042.1577660000003,2373.2311170000003,1041.92596,0.0,566.41741,156.60136,92.04314,86.045335,85.64947899999999,82.44679999999998,104.54,119.781,1126.3828500000002,0.0,565.81301,248.86323000000002,29.0455
2022-02-01,2490.7627998999974,2520.1474180000005,1925.9311469999998,814.333599,0.0,488.21053,172.25692999999998,63.51897,97.79545399999999,66.054195,63.32582,75.406,87.28,1128.4138270000005,0.0,552.9800600000001,241.82687000000004,37.35444000000001
2022-03-01,2773.542968499999,2864.6887750000005,2220.514152,943.137147,0.0,472.61199,177.02326000000002,110.482804,89.434826,73.996111,74.29947,121.24,101.131,1234.0268760000001,0.0,593.4518800000001,244.28560000000002,42.19522
2022-04-01,2714.9575395999987,3002.3140630000007,2426.325091,1019.1733519999999,0.0,503.21972,165.82731,110.242806,103.07664499999998,58.714397,90.83825,117.979,124.0,1304.6846890000002,0.0,576.28311,230.9745,41.195589999999996
2022-05-01,2841.4230921,3152.5964869999993,2501.090277,1112.7771979999998,0.0,555.01996,191.42496,99.12244,102.84685499999999,88.56041499999999,85.69361,111.998,134.328,1280.7776600000002,0.0,567.854352,217.749123,40.10558
2022-06-01,2736.8467696999987,3071.0359299999996,2419.978909,1104.8080720000003,0.0,558.06368,175.19655,133.8806,75.105936,85.173945,76.75613,102.792,118.533,1246.762089,0.0,575.15978,219.18909000000002,35.16014
2022-07-01,2857.460019999998,3095.376695000001,2413.684778,1079.31873,0.0,562.7921499999999,183.69910000000002,121.11621000000001,106.589871,96.069086,70.19485,124.022,112.597,1279.7285329999997,0.0,601.0624589999998,232.054122,31.643780000000003
2022-08-01,2878.759737700002,3148.955007,2492.3048870000002,1100.0432000000003,0.0,579.9138200000001,196.49412,111.17097,108.756552,94.99006700000001,81.17702,152.531,127.508,1267.353834,0.0,607.6804299999999,232.47336,36.358799999999995
2022-09-01,2836.202582300003,2972.6070343000006,2343.0355019999997,1046.3203,0.0,557.2570700000001,177.325,122.67137,64.351604,92.88598199999998,82.6332644,125.764,127.387,1220.7886010000002,0.0,597.31337,223.83912,35.16034
2022-10-01,3004.6598221000027,3057.1733389999995,2246.335182,1069.200608,0.0,570.43907,164.76235,109.48514999999999,85.004852,98.487883,81.6765252,127.206,136.55,1186.8918079999999,0.0,615.6108399999999,234.99420999999998,31.20637
2022-11-01,2904.4249937000022,3089.319236,2368.0667999999996,1065.7572679999998,0.0,564.75802,155.67238,121.03118,98.688253,89.86815999999999,77.25442,142.021,133.402,1237.393482,0.0,606.2388479999998,227.517606,36.90998
2022-12-01,3013.874743899999,3287.7356989,2631.401343,1115.8236510000002,0.0,615.3009599999999,167.42575,162.23734,56.668135,99.55951799999998,83.3833,153.089,151.976,1266.21548,0.0,658.0903300000001,248.53722000000005,26.793659999999996
2023-01-01,3035.914274999997,3274.0167490000003,2601.605832,1130.932517,0.0,611.0971,197.19877000000002,100.00369,86.055356,106.794632,86.43476,152.86732,146.017,1162.3730730000002,0.0,645.999981,253.154212,31.35024
2023-02-01,2792.256228600001,3027.084575,2406.5495599999995,1073.661968,0.0,569.3981600000001,156.88493,121.81714,66.37646299999999,91.63210900000001,72.29533,146.905,136.588,1057.448338,0.0,598.9001749999998,228.67595500000002,32.280643999999995
2023-03-01,3110.5711355000003,3281.452893,2632.4218659999997,1155.0419619999998,0.0,639.80234,178.14747,161.59994,60.543693,99.93073799999999,80.14897,170.83,138.307,1297.3132799999998,0.0,657.4296200000001,238.96974999999995,43.9908
2023-04-01,2994.5559236999993,3266.5837090000005,2601.315214,1164.386193,0.0,596.33531,171.56045,137.96901,57.420198,97.26320999999999,80.84731,160.76,147.279,1222.1134599999998,0.0,612.5244700000001,219.84049999999996,37.69504
2023-05-01,3095.1122680999974,3263.1773110000004,2571.637298,1144.128746,0.0,623.41746,189.87635999999998,102.44149,83.32764,101.10660500000002,87.80368000000001,145.27782000000002,142.227,1266.99033,0.0,616.22011,221.02304999999998,36.26038
2023-06-01,2958.4663564000007,3130.493138216,2473.5189990000003,1114.1715159999999,0.0,582.7130999999999,207.74688,116.06865,68.218694,87.691913,82.06151,134.905,134.273,1222.7560999999996,0.0,604.7813600000002,217.18417000000005,41.23313999999999
2023-07-01,3040.2859299999977,3240.4493620000003,2556.32734,1081.9081899999999,0.0,593.1868000000001,197.85133000000002,129.08243000000002,81.90251699999999,95.71960300000002,85.64441000000001,134.014,132.393,1218.0896599999999,0.0,630.6558600000002,236.39384,33.529160000000005
2023-08-01,3065.891364300001,2945.969505207,2254.720452,976.616623,0.0,572.0777800000001,170.20031,91.99247,79.114576,94.13403,80.21337,129.046,120.925,1250.46573,0.0,632.75499,230.72863000000007,29.55296
2023-09-01,3037.4877750999963,3112.6192422490008,2472.9443459999998,1118.502092,0.0,594.45653,180.02013,94.83961000000001,81.949391,86.445416,93.75242,147.10422,142.889,1206.7587,0.0,592.28194,228.19993999999997,35.73255
2023-10-01,3221.108558300003,2874.628955999999,2277.146816,960.5695520000002,0.0,553.55778,169.91524,132.56,72.169614,77.57189699999999,84.06970999999999,143.15668,134.963,1253.851746,0.0,632.8923470000001,261.249679,29.41902
2023-11-01,3178.924277000004,3120.5425640000003,2582.948966,1079.658663,0.0,580.24522,167.12154999999998,128.07327,84.011329,93.343918,92.98539,165.887,135.934,1316.1607300000003,0.0,644.944856,243.39562500000005,20.418
2023-12-01,3337.2365130000017,3230.0529159860002,2670.465631,1154.604862,0.0,636.4146900000001,174.12151,134.76507,84.356272,96.906798,92.50887999999999,182.795,142.064,1193.5778430000003,0.0,675.582125,230.88357200000002,13.14199
2024-01-01,3300.253681700001,3188.48696,2621.6129170000004,1144.140947,0.0,616.672902,158.785517,101.40296000000001,98.49435399999999,97.54433399999999,79.65666,175.47944,143.294,1125.507682,0.0,647.581461,196.47479800000002,11.93572
2024-02-01,3091.238578299998,2958.1613859999998,2332.370696,1021.182455,0.0,590.287579,165.67355300000003,97.97160000000001,79.507587,78.870721,89.05947,150.19284,114.119,1060.93252,0.0,609.530551,183.691997,11.342080000000001
2024-03-01,3340.1671653000008,3142.3133529999996,2513.93978,1093.9803,0.0,585.065591,157.879922,115.97212999999999,102.124151,77.784296,82.00473,152.888,132.683,1122.90278,0.0,626.4304599999999,183.56002000000004,13.55011
2024-04-01,3245.676872099999,3129.599226,2506.2664950000003,1114.1040289999999,0.0,583.092904,152.491679,116.91506000000001,86.936666,76.19545300000001,84.09428999999999,149.205,128.232,1146.0541259999998,0.0,576.3528799999999,167.67512,14.85618
2024-05-01,3368.701012900002,3316.01614,2644.425921,1161.542092,0.0,641.721795,194.019522,115.29906,87.005905,94.54774499999999,98.64541,139.597,147.721,1308.312742,0.0,608.3430139999997,175.95252499999998,18.933859999999996
2024-06-01,3152.458143399998,3153.6455369999994,2460.9501,1038.4737579999999,0.0,548.0733200000001,199.23683000000003,136.98313000000002,92.77902,87.25242000000001,90.33955,145.844,130.199,1118.40454,0.0,573.39584,173.18095000000002,18.680799999999998
2024-07-01,3332.7205413000006,3120.1100989399993,2392.9992310000002,1114.429201,0.0,590.8632849999999,192.875916,122.87803,86.189765,100.748882,276.8342,160.976,131.073,1226.0345899999998,0.0,625.8573700000001,197.79091999999994,22.99737
2024-08-01,3505.9443207000004,3345.826071,2570.3818899999997,1105.7684769999998,0.0,610.9019099999999,216.529135,94.58703,88.757628,102.157579,102.37689,161.012,137.994,1156.8476779999999,0.0,618.1693799999998,187.54308,20.36802
2024-09-01,3497.110364300003,3235.446078656,2469.847381,1051.829091,0.0,567.87017,224.74980000000002,101.4914,81.697514,91.413712,103.35788,160.608,132.455,1083.633562,0.0,581.65431,182.399979,25.88434
2024-10-01,3624.581020199994,3303.414465,2570.090715,1154.658152,0.0,585.2449799999999,196.255472,89.41256,94.320253,82.20871599999998,83.70501000000002,146.412,135.166,1189.2520249999998,0.0,646.0176689999998,209.396634,24.549029999999995
2024-11-01,3583.543357799997,3232.9616369999994,2579.4225829999996,1137.82831,0.0,556.1537830000001,201.20738999999998,127.83988000000001,52.263,89.069546,84.07438,159.43,131.081,1236.0687100000002,0.0,636.4000300000001,213.06346999999994,24.995739999999998
2024-12-01,3735.7468973000014,3495.0775369999997,2706.155666,1183.407572,0.0,662.5265310000001,231.587724,70.0012,79.038726,110.023631,96.16226,181.807,136.451,1218.2471910000004,0.0,666.451518,225.18985699999996,20.86572
2025-01-01,3684.6881448,3512.783223431,2746.5132080000003,1176.338228,0.0,604.597419,236.63894399999998,104.38453,87.315169,107.020842,95.46486,186.531,138.279,1136.2590430000002,0.0,639.2950939999998,224.039481,23.72652
2025-02-01,3316.2888178,2819.4498579999995,2164.982258,926.203929,0.0,521.8381320000001,201.4212,68.51931,89.253887,72.95590200000001,86.08138000000001,126.535,100.104,1056.309928,0.0,589.4480699999998,205.04136999999997,20.670340000000003
2025-03-01,3683.745220900001,3150.1810192560006,2464.272481,1014.0818690000001,0.0,585.249707,217.68801400000004,127.32346,96.14273,86.576695,93.75299000000001,161.516,103.333,1167.260454,0.0,632.958276,216.595171,22.560000000000002
2025-04-01,3539.0053510999965,3309.463720227001,2636.387994,1119.356628,0.0,600.151105,232.282973,117.28496,66.016593,91.909155,102.14940999999999,163.919,131.337,1217.5674339999998,0.0,599.1652990000001,202.08678900000004,25.984779999999997
2025-05-01,3680.7036062,2982.641358255,2346.116179,1041.791477,0.0,530.6199720000001,160.812245,133.24537,62.885379,69.616046,87.25034,108.167,112.823,1267.3773499999995,0.0,605.7940999999998,208.19769000000002,26.589840000000002
